opsCode,opsText,opsText_alt,Kombiprodukt,Substanzangabe_aus_OPS-Code,1Substanz_allg_engl_INN_oder_sonst,2Substanz_allg_engl_INN_oder_sonst,3Substanz_allg_engl_INN_oder_sonst,4Substanz_allg_engl_INN_oder_sonst,Einheit_Wert_min,Einheit_Wert_max,UCUM-Code,UCUM-Description,Kommentar SZ,Routes and Methods of Administration - Concept Code,Routes and Methods of Administration - Term,Administration Method - ID,Administration Method - Name,Code Intended Site (EDQM),Intended Site (EDQM),Routes and Methods of Administration - Concept Code.1,Routes and Methods of Administration - Term.1,Administration Method - ID.1,Administration Method - Name.1,Code Intended Site (EDQM).1,Intended Site (EDQM).1,EU-Zulassung? ,Strenght,Pharmaceutical Form,Packaging,Handelsname-Beispiel (Invented name),Kombi_ja_nein_beides,Substanzname_Stoffkatalog,Substanz_genau_Bezeichnung_engl,UNII_Substanz_genau,ASK_Substanz_genau,CAS_Substanz_genau,Subst_genau_gleich_Subst_allgemein,Substanz_allg_engl_INN_oder_sonst,INN_englisch,UNII_Substanz_allg,ASK_Substanz_allg,CAS_Substanz_allg,Substanzname_ATC_DIMDI-Liste,ATC-Code_y,ATC-Code2_y,ATC-Code3_y,ATC-Code4_y,ATC-Code5_y,Bemerkung_zur_Substanz
6-006.a7,IntramuskulÃ¤re Applikation von 550 mg bis unter 625 mg Paliperidon,,0,Paliperidon,paliperidone,,,,550,625,mg,milligram,,20035000,Intramuscular use ,AME-0011,Injection,,Parenteral,,,,,,,ja,,Prolonged-release suspension for injection,,Trevicta,n,Paliperidon,paliperidone,838F01T721,30068,144598-75-4,,paliperidone,paliperidone,838F01T721,30068,144598-75-4,Paliperidon,N05AX13,,,,,
6-006.a8,IntramuskulÃ¤re Applikation von 625 mg bis unter 700 mg Paliperidon,,0,Paliperidon,paliperidone,,,,625,700,mg,milligram,,20035000,Intramuscular use ,AME-0011,Injection,,Parenteral,,,,,,,ja,,Prolonged-release suspension for injection,,Trevicta,n,Paliperidon,paliperidone,838F01T721,30068,144598-75-4,,paliperidone,paliperidone,838F01T721,30068,144598-75-4,Paliperidon,N05AX13,,,,,
6-006.a9,IntramuskulÃ¤re Applikation von 700 mg bis unter 775 mg Paliperidon,,0,Paliperidon,paliperidone,,,,700,775,mg,milligram,,20035000,Intramuscular use ,AME-0011,Injection,,Parenteral,,,,,,,ja,,Prolonged-release suspension for injection,,Trevicta,n,Paliperidon,paliperidone,838F01T721,30068,144598-75-4,,paliperidone,paliperidone,838F01T721,30068,144598-75-4,Paliperidon,N05AX13,,,,,
6-006.aa,IntramuskulÃ¤re Applikation von 775 mg bis unter 850 mg Paliperidon,,0,Paliperidon,paliperidone,,,,775,850,mg,milligram,,20035000,Intramuscular use ,AME-0011,Injection,,Parenteral,,,,,,,ja,,Prolonged-release suspension for injection,,Trevicta,n,Paliperidon,paliperidone,838F01T721,30068,144598-75-4,,paliperidone,paliperidone,838F01T721,30068,144598-75-4,Paliperidon,N05AX13,,,,,
6-006.ab,IntramuskulÃ¤re Applikation von 850 mg bis unter 925 mg Paliperidon,,0,Paliperidon,paliperidone,,,,850,925,mg,milligram,,20035000,Intramuscular use ,AME-0011,Injection,,Parenteral,,,,,,,ja,,Prolonged-release suspension for injection,,Trevicta,n,Paliperidon,paliperidone,838F01T721,30068,144598-75-4,,paliperidone,paliperidone,838F01T721,30068,144598-75-4,Paliperidon,N05AX13,,,,,
6-006.ac,IntramuskulÃ¤re Applikation von 925 mg bis unter 1.000 mg Paliperidon,,0,Paliperidon,paliperidone,,,,925,1000,mg,milligram,,20035000,Intramuscular use ,AME-0011,Injection,,Parenteral,,,,,,,ja,,Prolonged-release suspension for injection,,Trevicta,n,Paliperidon,paliperidone,838F01T721,30068,144598-75-4,,paliperidone,paliperidone,838F01T721,30068,144598-75-4,Paliperidon,N05AX13,,,,,
6-006.ad,IntramuskulÃ¤re Applikation von 1.000 mg bis unter 1.075 mg Paliperidon,,0,Paliperidon,paliperidone,,,,1000,1075,mg,milligram,,20035000,Intramuscular use ,AME-0011,Injection,,Parenteral,,,,,,,ja,,Prolonged-release suspension for injection,,Trevicta,n,Paliperidon,paliperidone,838F01T721,30068,144598-75-4,,paliperidone,paliperidone,838F01T721,30068,144598-75-4,Paliperidon,N05AX13,,,,,
6-006.ae,IntramuskulÃ¤re Applikation von 1.075 mg bis unter 1.150 mg Paliperidon,,0,Paliperidon,paliperidone,,,,1075,1150,mg,milligram,,20035000,Intramuscular use ,AME-0011,Injection,,Parenteral,,,,,,,ja,,Prolonged-release suspension for injection,,Trevicta,n,Paliperidon,paliperidone,838F01T721,30068,144598-75-4,,paliperidone,paliperidone,838F01T721,30068,144598-75-4,Paliperidon,N05AX13,,,,,
6-006.af,IntramuskulÃ¤re Applikation von 1.150 mg bis unter 1.225 mg Paliperidon,,0,Paliperidon,paliperidone,,,,1150,1225,mg,milligram,,20035000,Intramuscular use ,AME-0011,Injection,,Parenteral,,,,,,,ja,,Prolonged-release suspension for injection,,Trevicta,n,Paliperidon,paliperidone,838F01T721,30068,144598-75-4,,paliperidone,paliperidone,838F01T721,30068,144598-75-4,Paliperidon,N05AX13,,,,,
6-006.ag,IntramuskulÃ¤re Applikation von 1.225 mg oder mehr Paliperidon,,0,Paliperidon,paliperidone,,,,1225,,mg,milligram,,20035000,Intramuscular use ,AME-0011,Injection,,Parenteral,,,,,,,ja,,Prolonged-release suspension for injection,,Trevicta,n,Paliperidon,paliperidone,838F01T721,30068,144598-75-4,,paliperidone,paliperidone,838F01T721,30068,144598-75-4,Paliperidon,N05AX13,,,,,
6-006.b0,Parenterale Applikation von 25 mg bis unter 50 mg Brentuximabvedotin bei Patienten unter 15 Jahren,,0,Brentuximabvedotin,brentuximab vedotin,,,,25,50,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.b1,Parenterale Applikation von 50 mg bis unter 75 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,50,75,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.b2,Parenterale Applikation von 75 mg bis unter 100 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,75,100,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.b3,Parenterale Applikation von 100 mg bis unter 125 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,100,125,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.b4,Parenterale Applikation von 125 mg bis unter 150 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,125,150,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.b5,Parenterale Applikation von 150 mg bis unter 175 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,150,175,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.b6,Parenterale Applikation von 175 mg bis unter 200 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,175,200,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.b7,Parenterale Applikation von 200 mg bis unter 225 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,200,225,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.b8,Parenterale Applikation von 225 mg bis unter 250 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,225,250,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.b9,Parenterale Applikation von 250 mg bis unter 300 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,250,300,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.ba,Parenterale Applikation von 300 mg bis unter 350 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,300,350,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.bb,Parenterale Applikation von 350 mg bis unter 400 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,350,400,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.bc,Parenterale Applikation von 400 mg bis unter 450 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,400,450,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.bd,Parenterale Applikation von 450 mg bis unter 500 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,450,500,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.be,Parenterale Applikation von 500 mg bis unter 550 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,500,550,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.bf,Parenterale Applikation von 550 mg bis unter 600 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,550,600,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.bg,Parenterale Applikation von 600 mg bis unter 650 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,600,650,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.bh,Parenterale Applikation von 650 mg bis unter 700 mg Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,650,700,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.bj,Parenterale Applikation von 700 mg oder mehr Brentuximabvedotin,,0,Brentuximabvedotin,brentuximab vedotin,,,,700,,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Adcetris,n,Brentuximabvedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,,brentuximab vedotin,brentuximab vedotin,7XL5ISS668,39958,914088-09-8,Brentuximab vedotin,L01XC12,,,,,INN englisch: brentuximab vedotin
6-006.c,Orale Applikation von Crizotinib,,0,Crizotinib,crizotinib,,,,,,,,,20053000,Oral use,AME-0019,Swallowing,ISI - 0031,Oral,,,,,,,,,,,,n,Crizotinib,crizotinib,53AH36668S,ND,877399-52-5,,crizotinib,crizotinib,53AH36668S,ND,877399-52-5,Crizotinib,L01XE16,,,,,Substanz steht nicht im Stoffkatalog
6-006.d,Orale Applikation von Ivacaftor,,0,Ivacaftor,ivacaftor,,,,,,,,,20053000,Oral use,AME-0019,Swallowing,ISI - 0031,Oral,,,,,,,,,,,,n,Ivacaftor,ivacaftor,1Y740ILL1Z,9284,873054-44-5,,ivacaftor,ivacaftor,1Y740ILL1Z,9284,873054-44-5,Ivacaftor,R07AX02,,,,,
6-006.e0,Parenterale Applikation von 50 mg bis unter 75 mg Pixantron,,0,Pixantron,pixantrone,,,,50,75,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.e1,Parenterale Applikation von 75 mg bis unter 100 mg Pixantron,,0,Pixantron,pixantrone,,,,75,100,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.e2,Parenterale Applikation von 100 mg bis unter 125 mg Pixantron,,0,Pixantron,pixantrone,,,,100,125,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.e3,Parenterale Applikation von 125 mg bis unter 150 mg Pixantron,,0,Pixantron,pixantrone,,,,125,150,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.e4,Parenterale Applikation von 150 mg bis unter 175 mg Pixantron,,0,Pixantron,pixantrone,,,,150,175,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.e5,Parenterale Applikation von 175 mg bis unter 200 mg Pixantron,,0,Pixantron,pixantrone,,,,175,200,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.e6,Parenterale Applikation von 200 mg bis unter 225 mg Pixantron,,0,Pixantron,pixantrone,,,,200,225,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.e7,Parenterale Applikation von 225 mg bis unter 250 mg Pixantron,,0,Pixantron,pixantrone,,,,225,250,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.e8,Parenterale Applikation von 250 mg bis unter 275 mg Pixantron,,0,Pixantron,pixantrone,,,,250,275,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.e9,Parenterale Applikation von 275 mg bis unter 300 mg Pixantron,,0,Pixantron,pixantrone,,,,275,300,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.ea,Parenterale Applikation von 300 mg bis unter 350 mg Pixantron,,0,Pixantron,pixantrone,,,,300,350,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.eb,Parenterale Applikation von 350 mg bis unter 400 mg Pixantron,,0,Pixantron,pixantrone,,,,350,400,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.ec,Parenterale Applikation von 400 mg bis unter 450 mg Pixantron,,0,Pixantron,pixantrone,,,,400,450,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.ed,Parenterale Applikation von 450 mg bis unter 500 mg Pixantron,,0,Pixantron,pixantrone,,,,450,500,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.ee,Parenterale Applikation von 500 mg bis unter 550 mg Pixantron,,0,Pixantron,pixantrone,,,,500,550,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.ef,Parenterale Applikation von 550 mg bis unter 600 mg Pixantron,,0,Pixantron,pixantrone,,,,550,600,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.eg,Parenterale Applikation von 600 mg bis unter 700 mg Pixantron,,0,Pixantron,pixantrone,,,,600,700,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.eh,Parenterale Applikation von 700 mg bis unter 800 mg Pixantron,,0,Pixantron,pixantrone,,,,700,800,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.ej,Parenterale Applikation von 800 mg bis unter 900 mg Pixantron,,0,Pixantron,pixantrone,,,,800,900,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.ek,Parenterale Applikation von 900 mg bis unter 1.000 mg Pixantron,,0,Pixantron,pixantrone,,,,900,1000,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.em,Parenterale Applikation von 1.000 mg oder mehr Pixantron,,0,Pixantron,pixantrone,,,,1000,,mg,milligram,,,,,,,,,,,,,,,,,,,n,Pixantron,pixantrone,F5SXN2KNMR,29042,144510-96-3,,pixantrone,pixantrone,F5SXN2KNMR,29042,144510-96-3,Pixantron,L01DB11,,,,,
6-006.f,Orale Applikation von Vemurafenib,,0,Vemurafenib,vemurafenib,,,,,,,,,20053000,Oral use,AME-0019,Swallowing,ISI - 0031,Oral,,,,,,,,,,,,n,Vemurafenib,vemurafenib,207SMY3FQT,39583,918504-65-1,,vemurafenib,vemurafenib,207SMY3FQT,39583,918504-65-1,Vemurafenib,L01XE15,,,,,
6-006.g,Orale Applikation von Axitinib,,0,Axitinib,axitinib,,,,,,,,,20053000,Oral use,AME-0019,Swallowing,ISI - 0031,Oral,,,,,,,,,,,,n,Axitinib,axitinib,C9LVQ0YUXG,33282,319460-85-0,,axitinib,axitinib,C9LVQ0YUXG,33282,319460-85-0,Axitinib,L01XE17,,,,,
6-006.j0,Parenterale Applikation von 20 mg bis unter 30 mg Ipilimumab bei Patienten unter 15 Jahren,,0,Ipilimumab,ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,n,Ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,,ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,Ipilimumab,L01XC11,,,,,
6-006.j1,Parenterale Applikation von 30 mg bis unter 40 mg Ipilimumab,,0,Ipilimumab,ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,n,Ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,,ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,Ipilimumab,L01XC11,,,,,
6-006.j2,Parenterale Applikation von 40 mg bis unter 50 mg Ipilimumab,,0,Ipilimumab,ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,n,Ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,,ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,Ipilimumab,L01XC11,,,,,
6-006.j3,Parenterale Applikation von 50 mg bis unter 60 mg Ipilimumab,,0,Ipilimumab,ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,n,Ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,,ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,Ipilimumab,L01XC11,,,,,
6-006.j4,Parenterale Applikation von 60 mg bis unter 70 mg Ipilimumab,,0,Ipilimumab,ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,n,Ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,,ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,Ipilimumab,L01XC11,,,,,
6-006.j5,Parenterale Applikation von 70 mg bis unter 80 mg Ipilimumab,,0,Ipilimumab,ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,n,Ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,,ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,Ipilimumab,L01XC11,,,,,
6-006.j6,Parenterale Applikation von 80 mg bis unter 90 mg Ipilimumab,,0,Ipilimumab,ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,n,Ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,,ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,Ipilimumab,L01XC11,,,,,
6-006.j7,Parenterale Applikation von 90 mg bis unter 100 mg Ipilimumab,,0,Ipilimumab,ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,n,Ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,,ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,Ipilimumab,L01XC11,,,,,
6-006.j8,Parenterale Applikation von 100 mg bis unter 120 mg Ipilimumab,,0,Ipilimumab,ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,n,Ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,,ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,Ipilimumab,L01XC11,,,,,
6-006.j9,Parenterale Applikation von 120 mg bis unter 140 mg Ipilimumab,,0,Ipilimumab,ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,n,Ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,,ipilimumab,ipilimumab,6T8C155666,35632,477202-00-9,Ipilimumab,L01XC11,,,,,
